Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10
0.6238095238095238,0.6964285714285714,0.6238095238095238,0.5547619047619048,0.5845238095238094,0.6238095238095238,0.4845238095238095,0.5380952380952381,0.575,0.49047619047619045
0.5597826086956521,0.6083333333333334,0.547463768115942,0.503804347826087,0.547463768115942,0.5141304347826088,0.6034420289855073,0.39963768115942033,0.503804347826087,0.5597826086956521
0.7364703065134098,0.6676843869731801,0.6242217432950192,0.6688218390804598,0.6281728927203065,0.6281728927203065,0.7364703065134098,0.5290948275862069,0.6239224137931034,0.5013769157088123
0.7589600470035252,0.7230569078395166,0.7230569078395166,0.6069959711264059,0.7489508141682055,0.5230191371495719,0.4969993285210676,0.6171101225449052,0.6069959711264059,0.6063874433439651
0.49403832948373805,0.7232349085461015,0.7247695444992405,0.5947052458538818,0.6387362923195372,0.660044322367189,0.5393439041138648,0.6149156210333562,0.7247695444992405,0.509254635120794
0.6249410099103351,0.5280792826805097,0.6165644171779141,0.6001651722510618,0.6394525719679094,0.5593440302029259,0.5248938178386031,0.6880604058518169,0.5941481831052383,0.663992449268523
0.5357142857142857,0.5141723356009071,0.5010865457294029,0.5377928949357521,0.5178099017384732,0.5095899470899471,0.5012282690854121,0.49636243386243384,0.5350056689342403,0.5225812547241119
0.526044680548309,0.6113740928710335,0.525380638429066,0.5747189678888204,0.5747189678888204,0.63797372290471,0.5254470426409903,0.5769292795143006,0.626580657401698,0.525380638429066
0.5519660998384402,0.5044531613680551,0.5639427421342316,0.5742935184424546,0.5054457953394124,0.5321750321750321,0.565698677400805,0.600348448752704,0.5709664832005258,0.5833812535940195
0.597718253968254,0.5347222222222222,0.6374007936507937,0.6815476190476191,0.6815476190476191,0.6388888888888888,0.5347222222222222,0.6547619047619048,0.7063492063492064,0.48660714285714285
0.5358333333333333,0.5145833333333333,0.6279166666666667,0.6994444444444443,0.4866666666666667,0.5573611111111111,0.6994444444444443,0.5,0.6109722222222222,0.6397222222222223
0.4967948717948718,0.532051282051282,0.5192307692307693,0.6285256410256411,0.6875,0.6711538461538461,0.6387820512820512,0.5878205128205128,0.751923076923077,0.532051282051282
0.5517094017094016,0.497008547008547,0.5517094017094016,0.5354090354090354,0.7282661782661782,0.5517094017094016,0.4721001221001221,0.7297313797313797,0.5782051282051281,0.4672161172161173
0.5257142857142858,0.6118614718614719,0.5438961038961039,0.4728138528138528,0.5580086580086581,0.5969696969696969,0.6375757575757576,0.6931601731601731,0.6882251082251082,0.5451948051948052
0.5244200575867877,0.7372466996251426,0.5217851904166894,0.6827565600043461,0.5244200575867877,0.5244200575867877,0.5268376161243006,0.5955343076003694,0.6382354539034063,0.5244200575867877
0.4708398641588296,0.5753330721003135,0.6010645245559039,0.5847701149425288,0.5753330721003135,0.6102076802507838,0.718521421107628,0.5504832810867294,0.5431687565308254,0.6391392371995821
0.606123606123606,0.47297297297297297,0.5446985446985446,0.4806274806274806,0.606123606123606,0.466074466074466,0.466074466074466,0.44188244188244186,0.5564165564165564,0.5478170478170479
0.6566686080372743,0.7297612114152593,0.5604251601630751,0.5390215492137449,0.5968258590564939,0.6705008736167735,0.5001456027955736,0.5848864298194525,0.680110658124636,0.5965346534653465
0.6191816816816818,0.6931306306306306,0.5970345345345345,0.6415165165165165,0.6448948948948948,0.6448948948948948,0.49343093093093093,0.6191816816816818,0.5527402402402403,0.5549924924924925
0.4399801587301587,0.5185185185185185,0.5701058201058201,0.5044642857142857,0.3849206349206349,0.5079365079365079,0.5988756613756614,0.5044642857142857,0.5701058201058201,0.5988756613756614
0.6710164835164836,0.6778846153846153,0.5528846153846154,0.507554945054945,0.49793956043956045,0.5240384615384616,0.5556318681318682,0.5309065934065934,0.5858516483516483,0.6950549450549451
0.5925026968716289,0.5287216828478964,0.5721076051779935,0.5530609492988133,0.5753101402373247,0.5834681769147788,0.5753101402373247,0.5474986515641855,0.5988740560949298,0.5116639697950377
0.6304340009348819,0.5613246557117688,0.59909747941462,0.5704757110495847,0.45636618604149437,0.5197044334975369,0.5630865484880083,0.5197044334975369,0.6218582575240013,0.6237639782819748
0.4922429078014185,0.6377437943262411,0.5478723404255319,0.47528812056737585,0.5107491134751774,0.6535904255319149,0.5959663120567376,0.6468306737588653,0.4501329787234043,0.6134751773049645
0.5907405600546396,0.6428919894623866,0.427553907698312,0.5373207142160211,0.5309786320616645,0.6717728558883793,0.4918528636940189,0.6764074543857937,0.5907405600546396,0.6421114255049274
0.4762332234518484,0.6727395808806216,0.493892747821992,0.5942282787850248,0.6473392983282318,0.51988168118672,0.4452996232634801,0.51988168118672,0.534465505062397,0.5542000235460325
0.7262438938131341,0.7256691938728146,0.495601335072169,0.5137154351141663,0.5172409982095887,0.461030923277558,0.6122985787228399,0.5882938042925666,0.48719082248403,0.5251099666231956
0.58165548098434,0.58165548098434,0.5144171016654238,0.5536912751677852,0.587248322147651,0.441834451901566,0.40827740492170017,0.58165548098434,0.5436241610738255,0.4835943325876212
0.7488918439716312,0.6921542553191489,0.5857712765957447,0.6921542553191489,0.6954787234042553,0.48648049645390073,0.6354166666666667,0.5425531914893618,0.6786347517730497,0.5605053191489362
0.5237654320987655,0.645679012345679,0.5314814814814816,0.6493827160493828,0.5061728395061729,0.5274691358024691,0.5021604938271604,0.6398148148148148,0.6123456790123457,0.615432098765432
0.6417236662106703,0.5647742818057455,0.6359781121751026,0.5265389876880985,0.639671682626539,0.6754445964432285,0.4986320109439124,0.5570451436388508,0.6417236662106703,0.508686730506156
0.5800256081946222,0.6507225169197001,0.5454545454545454,0.652643131516371,0.7462044997256265,0.6507225169197001,0.6026156941649901,0.5927382476678251,0.6468812877263582,0.6468812877263582
0.5986394557823129,0.4795918367346939,0.4693877551020409,0.6462585034013605,0.41496598639455784,0.44557823129251695,0.42176870748299317,0.41496598639455784,0.5714285714285714,0.4727891156462585
0.5396501952793343,0.5734844625573102,0.6217099677364578,0.663058244184072,0.5396501952793343,0.5203769740193581,0.6506622516556292,0.5037357785702157,0.5802767872304296,0.6354219731703176
0.577472934895447,0.5541672845914282,0.4653270057837757,0.6457140738543674,0.4653270057837757,0.6325448613376834,0.6003188491769242,0.6304982945276584,0.5493993771318404,0.4653270057837757
0.584743341284039,0.5152243589743589,0.5441543679189028,0.4848470731464917,0.5012112403100775,0.4925834824090638,0.5022765106340688,0.5022765106340688,0.5441543679189028,0.4815270323991254
0.5275493547691644,0.6719794265299208,0.5855277341464166,0.6337429548184421,0.5246542856262897,0.6502510086544088,0.5246542856262897,0.5069604853860605,0.551064091903046,0.6502510086544088
0.5099716541810083,0.46461834379429034,0.7507592630087062,0.7813828710265236,0.5603361004251873,0.7160356347438752,0.7296011338327596,0.5655497064183033,0.720489977728285,0.4723122089491799
0.5402877972441696,0.48933165387991906,0.5053437154089852,0.5196572388259094,0.466830795068514,0.5333027978167106,0.4402458109088133,0.5196572388259094,0.466830795068514,0.5053437154089852
0.697746829710145,0.41389266304347827,0.45182291666666663,0.4852241847826087,0.7509057971014493,0.6156589673913043,0.552139945652174,0.634567481884058,0.5591032608695652,0.6286798007246377
0.5458726718899177,0.5064179308045524,0.5572082379862701,0.6206373982754179,0.5735599436252595,0.6675481534241592,0.5435085698698229,0.5435085698698229,0.7280979586888325,0.6282601118402109
