ant-1.3.csv,5,11,15,1,8,19,13,9,4,6,18,12,7,20,10,14,17,2,16,3
ant-1.4.csv,8,14,13,7,2,16,10,5,19,18,20,12,17,11,4,9,1,3,6,15
ant-1.5.csv,5,8,11,13,1,15,16,9,12,17,6,2,19,10,14,4,7,20,3,18
ant-1.6.csv,5,1,15,11,8,9,13,6,4,12,19,20,17,16,7,10,14,3,2,18
ant-1.7.csv,5,11,1,8,19,9,15,13,20,6,12,16,4,17,10,7,18,2,3,14
camel-1.0.csv,4,7,3,1,9,5,14,11,15,13,2,16,8,20,10,17,6,19,12,18
camel-1.2.csv,20,9,3,11,19,1,5,4,13,7,6,15,17,18,8,2,10,12,14,16
camel-1.4.csv,20,9,3,11,19,1,5,4,13,7,6,15,17,18,8,2,10,12,14,16
camel-1.6.csv,20,9,3,11,19,1,5,4,13,7,6,15,17,18,8,2,10,12,14,16
ckjm.csv,11,9,5,1,18,15,6,19,17,16,2,12,14,7,20,10,4,8,13,3
ivy-1.1.csv,8,15,5,4,1,9,11,18,17,16,6,13,7,12,19,10,20,14,3,2
ivy-1.4.csv,18,11,3,5,6,1,9,19,8,4,15,20,16,13,7,17,14,10,2,12
ivy-2.0.csv,11,5,1,19,8,4,15,9,13,20,18,12,6,7,17,10,14,3,16,2
jedit-3.2.csv,12,2,17,5,8,13,20,16,15,4,9,10,19,7,14,6,18,1,11,3
jedit-4.0.csv,8,5,12,13,4,19,15,7,9,10,20,17,1,6,11,16,18,2,3,14
jedit-4.1.csv,5,8,15,13,4,9,20,19,7,12,6,1,17,16,11,10,14,18,3,2
jedit-4.2.csv,5,8,4,9,15,7,19,13,20,1,11,17,12,6,16,10,18,2,3,14
jedit-4.3.csv,8,5,4,13,7,9,1,11,17,6,2,15,10,18,19,3,16,20,14,12
log4j-1.0.csv,4,1,11,5,9,8,19,20,7,6,15,12,13,18,17,16,10,2,3,14
log4j-1.1.csv,5,1,8,9,11,4,13,6,19,15,17,20,7,16,12,10,3,14,2,18
log4j-1.2.csv,18,12,9,4,7,1,17,15,3,14,20,5,8,16,19,10,6,11,2,13
lucene-2.0.csv,5,8,1,11,9,15,18,12,13,4,6,10,17,3,16,19,7,20,2,14
lucene-2.2.csv,1,5,9,10,8,15,12,6,4,17,11,13,2,14,7,3,18,16,19,20
lucene-2.4.csv,9,8,4,5,12,1,16,15,11,10,17,7,3,18,6,13,2,19,20,14
poi-1.5.csv,9,1,17,2,5,16,11,14,15,6,8,13,18,12,10,19,4,3,20,7
poi-2.0.csv,11,5,6,1,14,17,18,19,8,2,9,16,13,20,15,4,10,12,7,3
poi-2.5.csv,17,16,2,14,9,1,10,5,15,11,8,13,19,6,12,7,3,4,18,20
poi-3.0.csv,17,15,16,1,9,5,12,10,8,11,13,20,19,4,6,18,2,7,3,14
redaktor.csv,17,14,16,2,15,18,8,12,19,7,3,6,10,1,9,5,20,13,4,11
synapse-1.0.csv,11,5,19,8,20,15,1,18,4,9,17,16,12,13,14,10,3,6,2,7
synapse-1.1.csv,8,5,11,15,13,12,14,19,4,1,2,10,18,6,20,9,16,7,17,3
synapse-1.2.csv,5,11,8,4,15,19,13,12,1,18,17,10,16,9,20,7,6,2,14,3
tomcat.csv,5,11,13,4,1,19,20,15,9,12,6,17,18,7,16,10,3,14,2,8
velocity-1.4.csv,2,16,17,18,14,11,19,5,20,7,1,12,15,4,6,8,10,9,3,13
velocity-1.6.csv,8,15,5,9,1,13,4,18,10,11,6,17,2,16,14,12,3,19,20,7
xalan-2.4.csv,11,5,1,19,15,9,20,8,18,13,6,4,17,7,14,16,10,12,3,2
xalan-2.5.csv,5,1,11,9,17,19,20,13,6,2,4,3,8,16,10,7,12,15,14,18
xalan-2.6.csv,11,18,10,5,1,9,19,6,13,15,4,20,8,14,12,7,3,17,2,16
xalan-2.7.csv,16,10,8,5,12,9,17,11,4,2,15,1,14,18,7,19,13,6,20,3
xerces-1.2.csv,5,13,11,2,6,1,8,14,12,17,9,10,4,20,19,15,18,3,7,16
xerces-1.3.csv,8,10,5,16,12,17,13,11,1,6,4,18,19,15,20,7,14,9,3,2
xerces-1.4.csv,14,4,2,8,16,17,15,10,12,5,7,18,11,19,20,13,1,3,6,9
