0.000000,0.601190,0.570238,0.789286,0.684524,0.490476,0.646429,0.641667,0.596429,0.688095,0.500000,0.520238,0.760714,0.692857,0.641667,0.515476,0.500000,0.761905,0.757143,0.500000,0.707143,0.628571,0.647619,0.555952,0.540476,0.597619,0.669048,0.500000,0.515476,0.680952,0.669048,0.525000,0.439286,0.617857,0.535714,0.610714,0.713095,0.500000
0.542029,0.000000,0.521014,0.559058,0.521558,0.496377,0.490580,0.488406,0.467029,0.605254,0.500000,0.489130,0.653804,0.573913,0.575906,0.506884,0.500000,0.583333,0.565580,0.507246,0.557246,0.586051,0.553804,0.527899,0.478261,0.478080,0.546014,0.508877,0.490761,0.499275,0.559964,0.505254,0.478080,0.565036,0.487138,0.544022,0.574094,0.500000
0.651102,0.540110,0.000000,0.685465,0.733956,0.498084,0.711267,0.543942,0.495151,0.668702,0.513709,0.502215,0.718930,0.678819,0.702107,0.551006,0.500000,0.701988,0.711566,0.503831,0.714679,0.608597,0.588841,0.696420,0.519756,0.631525,0.659423,0.490421,0.539212,0.553520,0.646133,0.525503,0.449114,0.567529,0.533465,0.647330,0.770235,0.500000
0.665478,0.568512,0.563790,0.000000,0.729772,0.510870,0.662918,0.617425,0.577451,0.698044,0.505435,0.568365,0.678718,0.676494,0.689651,0.552061,0.500000,0.740578,0.770753,0.500000,0.734577,0.633414,0.624119,0.688392,0.541191,0.651335,0.707844,0.510513,0.545052,0.594469,0.679012,0.527174,0.486256,0.607416,0.541191,0.685601,0.744439,0.500000
0.649234,0.536061,0.602368,0.693447,0.000000,0.503433,0.649723,0.614354,0.559695,0.701017,0.500000,0.572268,0.697599,0.687465,0.684474,0.556787,0.500000,0.726731,0.721570,0.500000,0.737307,0.603393,0.626183,0.674246,0.565802,0.647533,0.688443,0.532690,0.555923,0.572185,0.705667,0.521506,0.484430,0.590133,0.549436,0.663988,0.759104,0.500000
0.558518,0.567721,0.498466,0.550849,0.530793,0.000000,0.703398,0.590845,0.618570,0.737612,0.500000,0.498466,0.590963,0.580109,0.561586,0.496933,0.500000,0.641930,0.651133,0.501534,0.740562,0.576451,0.585654,0.715904,0.489264,0.490916,0.666824,0.500000,0.498466,0.600165,0.515455,0.496933,0.527607,0.674257,0.536928,0.606536,0.674139,0.500000
0.516298,0.505291,0.502315,0.529809,0.517810,0.507748,0.000000,0.586640,0.559429,0.557492,0.500000,0.504393,0.535998,0.529573,0.533777,0.504393,0.500000,0.544926,0.537509,0.495843,0.545399,0.541430,0.547950,0.535573,0.504393,0.536706,0.543934,0.500000,0.504630,0.528156,0.516487,0.498724,0.487765,0.524093,0.503354,0.557303,0.546580,0.500000
0.543490,0.511777,0.502761,0.560082,0.510392,0.505521,0.708547,0.000000,0.607736,0.646085,0.500000,0.507594,0.558791,0.555974,0.536603,0.514490,0.500000,0.634099,0.627890,0.511004,0.657682,0.606356,0.633933,0.619091,0.499331,0.573234,0.654385,0.499312,0.508282,0.531865,0.524261,0.500697,0.459242,0.559640,0.506209,0.594114,0.574771,0.500000
0.549844,0.490132,0.505405,0.552288,0.517843,0.506692,0.590716,0.608697,0.000000,0.595597,0.500000,0.503474,0.540188,0.545295,0.541951,0.514756,0.500000,0.586383,0.584110,0.500387,0.585435,0.607300,0.596748,0.560941,0.504932,0.529765,0.566684,0.499356,0.506777,0.540790,0.526935,0.502745,0.509440,0.584668,0.509351,0.565620,0.558887,0.500000
0.542659,0.523810,0.523810,0.577381,0.545635,0.500000,0.560516,0.534722,0.568948,0.000000,0.500000,0.531746,0.598710,0.550595,0.568948,0.515873,0.500000,0.678571,0.597222,0.520833,0.708333,0.611111,0.627976,0.642361,0.515873,0.554067,0.687500,0.507937,0.523810,0.527282,0.585317,0.515873,0.433532,0.646329,0.537202,0.571429,0.594246,0.500000
0.553750,0.497778,0.482222,0.567222,0.643056,0.531250,0.714861,0.685417,0.618472,0.643889,0.000000,0.515694,0.611944,0.542639,0.645278,0.526806,0.500000,0.650278,0.605556,0.500000,0.681667,0.561806,0.593056,0.655000,0.522361,0.583056,0.648333,0.497778,0.529028,0.551528,0.618611,0.524583,0.423889,0.596250,0.665278,0.719583,0.755000,0.500000
0.683333,0.502885,0.577885,0.693590,0.701923,0.500000,0.671474,0.612821,0.608333,0.736538,0.496795,0.000000,0.684615,0.647436,0.681731,0.584295,0.500000,0.782692,0.710577,0.503205,0.753205,0.629487,0.629167,0.740385,0.604487,0.733333,0.716346,0.509295,0.615385,0.641026,0.736859,0.554487,0.418269,0.669551,0.599359,0.669872,0.754487,0.500000
0.617033,0.516789,0.555678,0.656105,0.686752,0.513919,0.671001,0.617216,0.528449,0.602320,0.497253,0.533516,0.000000,0.686508,0.686325,0.547253,0.500000,0.703907,0.712027,0.505495,0.707570,0.681074,0.664530,0.702259,0.539194,0.668071,0.672100,0.530769,0.536203,0.558852,0.768254,0.558364,0.360195,0.581441,0.555739,0.674542,0.729182,0.500000
0.665541,0.493680,0.558528,0.679221,0.677229,0.520000,0.715325,0.670043,0.577229,0.654545,0.504502,0.564848,0.742597,0.000000,0.714545,0.600173,0.500000,0.733939,0.737922,0.504329,0.689697,0.619827,0.617662,0.644069,0.558355,0.654805,0.649264,0.560519,0.566840,0.601385,0.698009,0.580346,0.412727,0.575411,0.545022,0.619740,0.679481,0.500000
